UPV (m/s),ER (ohm-cm),FS (MPa),TS (MPa),CS (MPa)
4303.5613,10.9956,5.5464,3.5284,43.6967
4301.8461,10.9956,5.5619,3.514,45.374
4304.4047,10.9956,5.5473,3.5057,44.7749
4299.546,10.9956,5.5398,3.5092,44.7566
4303.8328,10.9956,5.6131,3.4959,42.4652
4297.5561,10.9956,5.6088,3.4991,42.5816
4306.729,10.9956,5.6329,3.4958,42.4984
4306.1147,10.9956,5.5822,3.5046,42.5392
4292.0309,10.9956,5.5515,3.5068,42.4911
4293.7657,10.9956,5.5838,3.5024,42.6699
4295.0396,10.9956,5.5456,3.4983,42.4389
4309.7471,10.9956,5.5456,3.5051,42.4736
4290.1781,10.9956,5.5529,3.5061,42.6868
4297.6709,10.9956,5.5949,3.4954,42.5758
4298.407,10.9956,5.5742,3.5035,42.6133
4298.39,10.9956,5.6259,3.5044,42.532
4297.6727,10.9956,5.5885,3.4955,42.6388
4297.013,10.9956,5.6025,3.5003,42.5454
4306.8319,10.9956,5.5632,3.503,42.5392
4305.8107,10.9956,5.5786,3.4956,42.5401
4304.5369,10.9956,5.6085,3.5062,42.5805
4295.873,10.9956,5.6349,3.4961,42.6909
4305.3287,10.9956,5.5957,3.5032,42.5631
4303.2948,10.9956,5.6379,3.5045,42.5914
4292.6101,10.9956,5.5778,3.5069,42.6134
4290.1988,10.9956,5.6105,3.5069,43.2003
4292.4609,10.9956,5.5859,3.5069,43.1853
4294.5289,10.9956,5.5883,3.5069,43.3525
4290.8804,10.9956,5.6129,3.5069,43.7767
4294.3482,10.9956,5.5919,3.5069,43.6023
4293.5966,10.9956,5.5506,3.5069,43.8882
4293.2722,10.9956,5.5501,3.5069,42.5202
4294.7591,10.9956,5.5848,3.5069,42.7996
4291.255,10.9956,5.5751,3.5069,43.1999
4291.2518,10.9956,5.6481,3.5069,44.0321
4292.9557,10.9956,5.5487,3.5069,43.7511
4291.8885,10.9956,5.561,3.5069,43.1869
4294.5302,10.9956,5.64,3.5069,42.9894
4290.6483,10.9956,5.6174,3.5069,42.5317
4291.8588,10.9956,5.5693,3.5069,43.6691
4293.4177,10.9956,5.6423,3.5069,43.2786
4290.5935,10.9956,5.6096,3.5069,42.7667
4293.0944,10.9956,5.5927,3.5069,43.1458
4294.9792,10.9956,5.5489,3.5069,42.7146
4184.729,12.8247,5.666,4.5231,48.2342
4184.6835,12.7648,5.6489,4.5219,46.5784
4184.6713,12.8935,5.6681,4.5226,49.0555
4184.6281,12.7021,5.6556,4.5236,45.0615
4184.8699,12.6677,5.676,4.5167,48.5684
4184.9729,12.7168,5.6525,4.5156,47.6939
4184.9275,12.7198,5.6522,4.5176,47.3144
4184.8331,12.6591,5.677,4.5244,47.7972
4184.826,12.9525,5.6583,4.518,48.126
4184.9252,12.8443,5.679,4.5195,45.3955
4184.6836,12.686,5.665,4.5184,48.778
4184.6741,12.6405,5.6709,4.5169,45.0494
4184.733,12.7219,5.6833,4.522,46.2585
4184.8064,12.8748,5.6651,4.5221,45.7645
4184.7509,12.6557,5.6607,4.519,48.9884
4184.8696,12.8307,5.6836,4.5177,45.2818
4184.7299,12.7224,5.6515,4.5234,47.4973
4184.8587,12.821,5.6667,4.5154,47.7395
4184.8502,12.5913,5.6592,4.5179,47.8005
4184.9342,12.7232,5.6578,4.5208,48.722
4195.3681,12.9591,5.6657,4.5284,49.2399
4188.2281,12.9591,5.6562,4.5327,48.3303
4199.5294,12.9591,5.6518,4.5374,48.6745
4199.6703,12.9591,5.6615,4.5383,48.4768
4193.4601,12.9591,5.6612,4.5364,49.0529
4200.7116,12.9591,5.6543,4.531,48.6574
4186.3319,12.9591,5.6487,4.534,48.467
4185.731,12.9591,5.6647,4.5302,48.1635
4199.5675,12.9591,5.6592,4.5411,48.7754
4194.1009,12.9591,5.6583,4.5325,49.2047
4192.059,12.9591,5.6596,4.5299,49.2382
4191.209,12.9591,5.6559,4.5363,48.5543
4191.9706,12.9591,5.6566,4.5329,48.355
4185.2934,12.9591,5.6628,4.5375,48.4805
4193.6754,12.9591,5.6664,4.53,48.894
4192.6147,12.9591,5.6642,4.5376,48.175
4190.1164,12.9591,5.6547,4.5367,48.685
4192.758,12.9591,5.6514,4.5348,48.1666
4190.0319,12.9591,5.6567,4.53,49.2188
4186.2833,12.9591,5.6568,4.5267,49.0593
4215.0071,12.9569,5.6629,4.5384,48.6639
4207.4943,12.2327,5.6615,4.5295,48.7631
4214.4634,12.8211,5.6536,4.5387,48.6693
4216.6093,12.9341,5.6656,4.541,48.3221
4206.9533,12.5994,5.652,4.53,48.2196
4212.7044,12.2277,5.6645,4.5398,48.7159
4202.0354,12.8227,5.6587,4.5311,48.6709
4201.6334,12.6906,5.664,4.5315,48.3045
4209.4731,12.5938,5.6574,4.5354,48.2738
4212.4217,12.3058,5.6591,4.5364,48.3403
4202.7683,12.8316,5.6644,4.5387,48.7028
4214.414,12.213,5.6671,4.53,48.6975
4215.0773,12.7184,5.6639,4.5338,48.5182
4212.493,12.4695,5.6641,4.5288,48.5191
4208.4536,12.7765,5.6665,4.5311,48.3153
4216.0749,12.9016,5.6649,4.5303,48.6098
4205.8768,12.2256,5.6592,4.533,48.6791
4218.9955,12.7436,5.6602,4.5321,48.4262
4206.2332,12.8671,5.6487,4.5279,48.4295
4217.2248,12.735,5.6552,4.5413,48.4434
4239.7703,12.1697,5.6651,4.5277,47.8967
4224.5317,12.0695,5.6637,4.5277,46.5792
4232.6119,12.1249,5.6641,4.5277,45.8203
4240.6793,11.981,5.6542,4.5277,45.8042
4240.5714,12.1319,5.6673,4.5277,46.3405
4242.7755,12.125,5.6669,4.5277,47.9583
4232.4459,12.1195,5.656,4.5277,46.5318
4232.2382,12.0199,5.6511,4.5277,48.3861
4227.4124,12.0931,5.6619,4.5277,48.4138
4221.7066,12.0732,5.6546,4.5277,48.1897
4232.8824,12.0742,5.6503,4.5277,48.3399
4246.743,12.1607,5.6531,4.5277,46.8795
4229.7676,12.0252,5.6676,4.5277,48.5804
4231.5839,12.066,5.6572,4.5277,46.0907
4227.5625,11.9901,5.6642,4.5277,46.4212
4231.8199,12.0347,5.6496,4.5277,45.7466
4227.8438,12.1629,5.6559,4.5277,47.1867
4226.965,12.0291,5.6547,4.5277,46.6473
4233.5493,12.1676,5.6502,4.5277,45.8653
4246.6378,12.1212,5.666,4.5277,47.0341
